log_views,log_likes,log_dislikes,log_comment_count,title_length,num_tags,category_popularity_rank
18.42976322308362,14.792594932664127,14.11832850297891,13.434090535773157,50,37,2
18.13018474278076,14.7095462738939,10.74017214809227,12.709015280019036,55,11,2
17.955408161634203,15.313105656637289,11.687332450678577,13.716712903985117,35,8,3
17.745309000070552,13.218544087278287,9.945876319027915,10.065691432410983,74,33,3
17.61607352787139,13.263652848165908,10.791049537577411,10.245409199825508,37,24,3
17.48235920623492,13.890371246755734,10.484725040542484,11.692509946054297,29,24,2
17.470001522902187,14.285772903740002,11.135449967400994,11.423110160647864,41,11,3
17.402150177581326,14.119323082345366,10.017574878573896,12.048295397647216,57,16,2
17.35496254363915,11.52001030809344,7.945555428253489,8.85180655855245,56,16,2
17.30838239698228,14.219395084277552,10.807158995053905,11.410305634645404,36,11,3
17.29747091092476,14.01419091037078,11.026141835684475,11.24652205412283,64,14,3
17.271201206968293,14.228041974140233,10.809687543700113,11.60301293925099,61,14,3
17.270199890197084,14.155839633126902,10.85032688789905,11.914911193718869,51,4,3
17.208116740734834,14.2691872501983,11.345122008689183,11.819129933807494,46,7,3
17.19936444019528,13.127681212621102,10.115489263431494,11.078474290575965,54,22,2
17.118889393165883,13.4060223681042,10.5357428880787,10.486317508785204,40,6,3
17.05409751574709,14.25238259765809,10.05091568660256,11.497456434066297,37,7,3
17.03705015184749,14.340027821980845,10.913942353134694,12.01134646857746,36,10,3
17.018653913992086,12.345721538037177,9.072341873818893,8.970813341411448,45,21,3
17.004435582169588,14.038191602338637,11.08128063907868,11.705560323039247,23,7,3
16.984762809474063,12.881862556468256,9.929204031040765,11.714641068870817,50,27,2
16.963606601486912,12.547994292819554,9.703694249830134,9.603800372956915,17,8,3
16.95636075282265,12.895492889682485,9.474702639106347,9.702472353294919,40,6,3
16.89907168678146,13.459092723827126,10.929600830387999,11.051016981438853,33,20,3
16.874251902392842,13.183543139219683,10.818377303494655,10.354244649836,73,33,3
16.839498017430863,14.657365202322287,10.411178267606632,13.07572449756251,53,6,3
16.795491020575906,13.055002744519456,9.671555495188839,10.314006534946971,35,20,3
16.777518091796637,12.999445179341478,9.004422601327041,10.164697304656794,24,24,3
16.77353909517363,13.34356905224825,10.887997523387426,10.663942852852156,52,22,3
16.714813700921933,13.790507572213135,10.590566357694467,10.885079014992419,42,6,3
16.683818126492856,13.957726009761243,11.17487598515466,11.794262449862169,43,17,3
16.66208152570451,13.572545604177632,9.136478523377727,10.645424897265505,38,35,3
16.65222810805379,14.17427950794124,9.461254720235749,11.51815178394181,18,6,3
16.648439214442003,13.334229173226989,9.75846178048587,10.029018274983338,87,9,3
16.641934612748113,14.12797987267524,11.000982550600819,12.379639323300266,11,29,1
16.637465230957524,13.759899534533325,9.923339198238729,10.8863335206103,37,10,3
16.63729608787329,12.733150483681833,9.186252576447092,10.49573646899098,24,1,2
16.583345687262415,13.203043420398094,11.499211861882467,11.121363262031055,42,20,3
16.57769799893803,13.010228858796367,10.815870659579266,10.550328980219561,40,13,3
16.576048206835658,14.301278647564114,12.720553580498775,13.238379519690229,26,16,2
16.554715762429087,12.678607443663442,9.285355075781629,9.78052864513568,17,13,3
16.553981972496093,13.815314538753764,9.822982237876477,10.892154758385857,33,12,3
16.544409701529084,10.52529983549145,10.333580230469023,0.0,57,13,2
16.527974205468198,12.911600369899046,9.63782786411884,10.415322666595292,54,6,2
16.527916260085988,12.898096695615145,9.447544606938727,9.70418259070176,20,8,3
16.51277257531258,12.754532147168955,9.460476328353995,9.664976524090797,72,20,3
16.479406900602665,13.726689180274859,10.000387377276088,10.700882129466427,39,24,3
16.468603145218065,13.551923846612965,9.484709215365838,10.629005113126524,57,12,3
16.45594615162285,11.969932503220178,8.719807451477955,9.67363403969682,100,14,3
16.420984733485824,13.600449257093366,8.87346805533363,11.763232719555278,13,52,3
16.41317355668701,9.905585350618274,9.526464118059266,8.10258642539079,24,1,2
16.373503235279376,12.577929262464508,8.580543506917,10.198542379317322,54,36,2
16.359426722062917,12.724190615389944,9.549736900114642,9.935664284231349,63,1,3
16.347435008562474,11.812489170426826,8.349484346990128,8.820551743253025,64,17,3
16.341157358923454,12.83169551859215,8.756367559802975,10.225571051705241,55,13,2
16.326076182532553,12.936081990822686,9.770184705221707,10.062327221849518,46,9,3
16.318045413883777,13.338627318373641,9.083415678402515,10.227127810341962,36,30,3
16.312896845461147,10.712883258660506,7.259819610363186,7.99260665240021,39,10,3
16.30237595482077,13.15998666150077,11.527410054971183,10.873508606831251,35,6,3
16.301605667920303,13.117007057903045,10.420076536191223,10.334750353465433,34,30,3
16.293118721814896,13.232189507348098,10.239280987394974,10.890441759661355,58,7,3
16.290973758412964,12.87774334868815,9.669156655581341,10.469511336766882,40,41,3
16.290633923779332,12.206122644280216,8.59007183682881,9.724540296381123,57,18,2
16.29050591947027,13.657976828739796,10.138322492439922,10.889323003601277,26,7,3
16.290410978670163,12.422996897030467,9.961803629358965,9.85974462958821,43,23,3
16.258082176808372,12.901394958772926,10.25864134010292,10.781058245898533,99,33,3
16.24124329356716,13.147830324266863,10.778997955688663,11.08447828047014,21,6,3
16.23162806551111,13.43885154169778,9.798127036878302,11.141716845540154,36,12,3
16.230419903420074,13.592246999449488,9.70716848609832,11.099166054037244,30,4,3
16.215968000147008,13.388342638352876,10.840717520423938,11.566324041694923,22,34,3
16.213403558032788,13.484952995123178,9.189116735524555,10.27832161709077,51,10,3
16.213195535924964,12.72493786496587,9.493411831870281,10.481476374958136,57,26,2
16.210183006675997,13.663812867098082,9.988150340414837,11.587541165351015,28,20,3
16.20696385298086,13.138459142769182,8.752581469146884,10.762890422203235,45,43,3
16.185317662063838,14.533648355487365,9.596894455192587,12.867223355146953,26,6,3
16.182602046579873,14.486556802137905,9.544524278079383,12.562365016297122,63,6,3
16.17635550243751,12.803399766319094,10.489188710947225,9.9869091606752,45,24,3
16.174327012996283,11.281938736194993,8.089175678837561,7.884199933676039,84,20,3
16.16478026668224,13.326503501976502,9.82811724551135,10.982271213570051,36,19,3
16.149743047267027,12.248451827005258,8.68169016329764,9.23561817916045,56,8,3
16.148432790993102,13.209963914138601,9.09829086816756,10.299238968456653,46,6,3
16.141476476703154,11.098893768195937,9.473396704601559,7.859026979751538,59,1,2
16.140494806316784,11.871347881189521,10.751456616187443,10.247821660640062,77,48,3
16.139366709385506,11.254258357586972,8.125039097367745,8.018954683155718,52,17,3
16.127653627622927,12.565088846586281,8.860782895806315,10.450625818960438,35,22,3
16.127106530764518,12.93399316431612,10.214458814215858,10.561706792794787,35,8,3
16.105114357374877,11.071423768997114,8.492695559815838,8.368693183097793,40,20,3
16.104363292245456,12.956381989923036,9.857495968685136,9.378055776380775,51,17,3
16.09394116605127,12.973988651260948,10.073441275336219,10.263153020397368,36,27,3
16.0886440799673,14.114854861468203,10.192718424977759,12.251093811177695,36,15,2
16.086011619006346,12.603928879434822,9.884100838735938,10.449554829640324,96,21,3
16.07551794941943,12.158687493868243,10.631422558581738,10.075211485694803,43,4,3
16.0739527315996,13.381701529346815,9.87980942518155,10.56800375029692,81,26,3
16.056183544439033,12.499316721323867,7.784057002639929,8.815815203906352,44,26,3
16.055930630837366,12.819740917785179,8.937743936942443,10.384369299929046,37,41,3
16.052551504348905,11.492385966250973,9.310638093291546,8.874727765766853,28,17,3
16.036669303162792,12.328834377992921,8.829958044235482,9.207837241758064,32,15,3
16.034806972483707,12.05389418626344,8.009363076630045,8.53934599605737,47,41,3
16.02783839361223,11.896949003449663,8.675051276031818,9.658928824466434,51,1,2
16.018587090273776,12.541533656749564,8.593969030218286,9.778661019589283,58,19,3
16.01175053963411,13.318438255530598,9.532568788180548,11.267919666798884,34,4,3
16.008114588105467,8.83840674707681,8.738254576526122,6.976348070447749,82,18,2
16.007458460327737,12.794814409735265,8.780172651227646,10.096130658401954,69,23,2
16.006975022099454,12.247013033041702,9.198470199405696,9.06230429314878,52,30,3
16.00613260873617,4.882801922586371,5.438079308923196,3.8712010109078907,20,3,1
16.005899044608054,12.01682314586352,7.944492163932159,9.47738596957752,76,28,3
15.996591977304627,12.693676724155303,9.03455739202181,9.773435813175855,45,14,3
15.994714625755403,12.886828368109132,8.723882104658486,10.241743910950843,34,31,3
15.992503629382357,12.984286813979843,9.92705758404856,10.057281025715545,80,21,3
15.978178196491783,12.046426057495422,9.927936232938437,10.31121676229736,36,21,2
15.977877494533356,12.377611274958658,8.06054004653864,9.282009658666542,34,10,3
15.972298136104472,12.610660702474716,8.550434525196039,10.05638029863927,39,36,3
15.966468600764065,12.628421091272175,9.310547632393208,10.138203880202953,38,41,3
15.965197935842832,10.915888144385173,8.842893331055539,10.156189906091882,62,1,3
15.958341014925514,12.599073732778631,8.693328989123106,10.07979103700452,33,29,3
15.956335492344625,12.841913754290447,9.954180666851647,10.025174070792728,56,11,3
15.953135744699331,13.544349918580284,9.396819938918801,11.467530530479836,38,19,3
15.944318883250881,12.740092198445709,9.723702775394143,10.701737715595081,40,11,3
15.930698032735554,12.445735006937277,8.60135049942296,9.385217621880901,30,20,3
15.927784542526595,12.81494651535534,8.570544366913232,10.42848231821631,21,35,3
15.903726987459462,10.838482269204055,9.07680897935166,8.28121766128665,88,5,2
15.90163335526501,12.265915785598688,9.756957759840232,10.097202293159526,37,34,3
15.872683995556251,12.149973082674318,8.344029572407049,9.730918287184851,69,24,2
15.861374762646548,11.921558882016086,7.731053144007127,9.805378459425809,95,33,3
15.853942457310772,12.980246664732492,10.254320464991228,10.67239134549532,40,1,3
15.851904714110411,12.978275893347883,9.364948090202622,10.535291102855021,33,15,3
15.847248800872443,11.199405791345423,9.717639785965615,9.33423800863242,65,20,2
15.838710794543115,12.249567863801822,8.655562860681009,9.71281119135942,67,4,3
15.832942511391765,14.268537774903193,9.001346243766392,12.102199911465132,56,6,3
15.832022150726935,10.370455328238235,8.356319965828153,10.211744013223518,54,28,2
15.806534598160997,11.839123675497477,8.788898309344878,10.158788468649394,42,30,2
15.796710903605286,11.585050758629576,7.315218389752975,8.209852481301272,52,18,3
15.79246079718785,9.612800971064049,9.141633173966392,7.642044402873258,32,1,3
15.792201092920987,12.312605973175078,10.194177596502213,10.949103342801886,27,40,3
15.7858295162754,12.490205928470708,8.281723990411392,9.607168286688683,42,43,3
15.777020959270764,12.434792619657156,8.292298107063221,10.019891860406231,55,14,2
15.77524302286076,13.172866359577435,9.96716632919931,10.721989034248775,51,11,3
15.770589402914199,12.88035805604891,10.291636938434605,11.102080913567551,53,32,3
15.764761975901347,12.536932734900503,11.152056022121888,10.315431626742,74,23,3
15.75975961388224,12.667886580591984,9.256173788319355,9.531191227694439,51,19,3
15.75792388597532,13.071648862859828,9.770356079932933,11.020643506405467,31,3,2
15.742484107470244,8.745125259462244,8.413608875159667,6.20050917404269,20,7,1
15.734383032634202,13.065854399693901,8.654168646443315,10.105693432635459,52,3,1
15.725853187108351,12.92572786297089,8.750841375375533,9.922750818716974,38,7,3
15.71398492526009,11.002449779968526,11.536993492303928,10.547917066298643,59,8,2
15.708453079387278,10.470164069042124,8.352554369474591,8.481358738407021,74,1,3
15.702418678800163,12.293630123379582,9.78352088448894,9.932415087609309,54,17,3
15.69960229255904,11.69640468474707,8.67265729404031,8.454892165218858,36,11,3
15.692953870621302,11.945441378554706,10.287354422202895,10.054060411015502,99,33,3
15.690397817255429,10.227163985211284,8.300031711779575,8.748304912379623,41,1,3
15.688030784698677,13.054638986769545,8.66957087183712,10.035392623416067,80,19,3
15.679893588629595,11.826129074652087,8.200837258379849,8.449128460502108,90,20,3
15.674414213134918,14.070568193915992,8.379997952238393,11.643418496446811,41,6,3
15.658488035412613,10.996048233775802,8.411610428841172,8.555066843844319,69,28,3
15.65299390781401,12.194425075180558,9.962887895817575,10.865554387046867,65,18,3
15.640654511878578,9.84802769533176,8.86488793377419,7.444833273892193,64,22,3
15.639927421892265,12.503139294767061,8.394347361417392,9.62350906446938,46,5,3
15.63910390937866,12.511046843663246,9.054621796976763,9.209439966733019,60,21,3
15.636399934882757,10.736157516440208,8.622093601241607,8.905308661189288,78,1,3
15.62694388802853,12.513447045077644,9.158731238242952,9.907280350774824,40,4,3
15.622928786396708,12.674224561412435,9.486759252149254,10.186182208476863,71,21,3
15.605196044643257,13.385027596880818,10.231495496459475,10.677799887513581,35,45,3
15.60152120097761,10.344512836042844,8.98281222234415,7.358193752733032,97,22,3
15.596163241235988,11.411656567215656,7.551186867296149,8.785692444451245,76,31,3
15.59496799993423,12.868729690292083,8.610501368549889,10.554640176393397,77,41,3
15.59064814595579,12.671208194879048,12.40590662740876,11.702851368624119,56,59,1
15.587787128777423,14.178697055646584,8.762646029650282,11.81096867497166,51,8,3
15.586655330256836,12.51291375586595,8.740816627567298,9.555205857955418,72,13,3
15.583624495388156,11.467132803796552,7.616283561580385,7.664346632098617,29,14,3
15.581181152781944,12.60365006075082,10.850404477952043,10.351565051448167,29,27,3
15.578402507626516,11.377506577862492,8.207946941048617,9.387146748082028,90,31,2
15.577655136711202,12.66068658363822,8.584477938221834,9.615672137861335,51,17,3
15.567870284680914,11.175128351086599,10.432938640425284,10.115731922981338,32,25,2
15.55606532537157,12.426957648242565,10.191744459738752,9.904037401341563,79,22,3
15.542017651321085,13.217735373479806,9.25320827220336,10.487098846027767,33,7,3
15.536420611965491,12.444112691080472,9.114379980830272,9.95759687818316,34,37,3
15.535938172415417,13.411413014313414,8.876544550558378,11.235774412824664,51,24,2
15.533660623040616,12.38964342172456,8.945593270806897,9.15556734612889,52,17,3
15.53173436971408,11.781210627811278,9.51111140896968,10.258466058337035,39,8,2
15.530027866545813,11.743886380912317,8.462948176563842,9.63194126199375,41,22,3
15.527214402768704,12.834107807200812,9.043577154098081,10.743760797986367,14,1,2
15.52514198004237,13.11236556542395,10.827012057472162,11.771860780382495,58,32,1
15.521441223414556,12.654303457930268,8.901775088607979,9.704060527839234,83,21,3
15.51112781801421,12.58581986563271,9.607302767592598,10.29644138670722,40,7,3
15.509340352839251,12.959371394858131,7.714677473800927,10.046895015830858,46,23,2
15.508188093257878,11.848046789520485,8.130942302231878,9.426016108442871,73,14,3
15.50735189707311,12.051230059724505,8.302513718514158,8.946374826141717,19,7,3
15.504145528303223,13.13488663306962,9.48531707193041,10.609205390269926,34,21,3
15.502808736739933,12.537421063497897,8.80086724247048,10.504930543885733,75,13,1
15.485521890904044,10.971606268867896,10.794091177474298,10.618273908199555,54,8,2
15.484492414375156,12.039947220438288,10.012700637509445,9.664913054191375,43,27,3
15.478660976132954,12.736877351611477,9.530392824458414,10.56625284220999,18,1,3
15.478616812126782,14.15338894834488,8.743531633626967,11.971160110615966,20,6,3
15.471791788310908,12.29106156205804,9.444938073335509,9.475776835480644,42,27,3
15.468291253060846,11.950935204554119,8.24354550792826,9.325987795502144,30,34,3
15.464735945988402,13.57426413395221,8.492695559815838,10.989284744157393,26,8,3
15.462147140600017,10.082010236072934,8.366137716496281,7.922261058353247,68,12,2
